fips,state_fips_code,county_fips_code,housing_units_grams_oxy,housing_units_quant_oxy,housing_units_grams_hydro,housing_units_quant_hydro,num_homes_with_mortgage_grams_oxy,num_homes_with_mortgage_quant_oxy,num_homes_with_mortgage_grams_hydro,num_homes_with_mortgage_quant_hydro,one_bedroom_housing_units_grams_oxy,one_bedroom_housing_units_quant_oxy,one_bedroom_housing_units_grams_hydro,one_bedroom_housing_units_quant_hydro,two_bedroom_housing_units_grams_oxy,two_bedroom_housing_units_quant_oxy,two_bedroom_housing_units_grams_hydro,two_bedroom_housing_units_quant_hydro,three_bedroom_housing_units_grams_oxy,three_bedroom_housing_units_quant_oxy,three_bedroom_housing_units_grams_hydro,three_bedroom_housing_units_quant_hydro,four_bedroom_housing_units_grams_oxy,four_bedroom_housing_units_quant_oxy,four_bedroom_housing_units_grams_hydro,four_bedroom_housing_units_quant_hydro,five_bedroom_housing_units_grams_oxy,five_bedroom_housing_units_quant_oxy,five_bedroom_housing_units_grams_hydro,five_bedroom_housing_units_quant_hydro,males_in_agriculture_grams_oxy,males_in_agriculture_quant_oxy,males_in_agriculture_grams_hydro,males_in_agriculture_quant_hydro,males_in_construction_grams_oxy,males_in_construction_quant_oxy,males_in_construction_grams_hydro,males_in_construction_quant_hydro,males_in_manufacturing_grams_oxy,males_in_manufacturing_quant_oxy,males_in_manufacturing_grams_hydro,males_in_manufacturing_quant_hydro,males_in_logistics_grams_oxy,males_in_logistics_quant_oxy,males_in_logistics_grams_hydro,males_in_logistics_quant_hydro,females_in_agriculture_grams_oxy,females_in_agriculture_quant_oxy,females_in_agriculture_grams_hydro,females_in_agriculture_quant_hydro,females_in_construction_grams_oxy,females_in_construction_quant_oxy,females_in_construction_grams_hydro,females_in_construction_quant_hydro,females_in_manufacturing_grams_oxy,females_in_manufacturing_quant_oxy,females_in_manufacturing_grams_hydro,females_in_manufacturing_quant_hydro,females_in_logistics_grams_oxy,females_in_logistics_quant_oxy,females_in_logistics_grams_hydro,females_in_logistics_quant_hydro,num_degree_holders_grams_oxy,num_degree_holders_quant_oxy,num_degree_holders_grams_hydro,num_degree_holders_quant_hydro,pop_nonwhite_grams_oxy,pop_nonwhite_quant_oxy,pop_nonwhite_grams_hydro,pop_nonwhite_quant_hydro,est_total_bedrooms_grams_oxy,est_total_bedrooms_quant_oxy,est_total_bedrooms_grams_hydro,est_total_bedrooms_quant_hydro,pop_labor_jobs_grams_oxy,pop_labor_jobs_quant_oxy,pop_labor_jobs_grams_hydro,pop_labor_jobs_quant_hydro,Opioid_death_Crude_Rate_grams_oxy,Opioid_death_Crude_Rate_quant_oxy,Opioid_death_Crude_Rate_grams_hydro,Opioid_death_Crude_Rate_quant_hydro
6015,6,15,0.764533937,0.930220575,0.845168399,0.681579382,-0.196685184,-0.096926978,-0.183800707,-0.570325947,-0.192627093,-0.407438383,-0.270159989,0.128183747,-0.44368362,-0.649322961,-0.52599814,-0.345661952,0.113217951,-0.007235596,0.03569827,-0.393242246,0.645720081,0.855080609,0.750518149,0.772807502,0.89409266,0.930928841,0.915149127,0.613078198,-0.782994912,-0.740139716,-0.743819831,-0.374984767,-0.903864809,-0.924773856,-0.928186573,-0.894873588,-0.828812355,-0.853824742,-0.860026325,-0.940438986,-0.845871933,-0.823211593,-0.815481071,-0.263709369,-0.897587365,-0.884573547,-0.896761391,-0.884890615,0,0,0,0,0.999481776,0.995924168,0.997040039,0.737205947,-0.9381106,-0.915521474,-0.914653563,-0.509933085,-0.579853888,-0.325274201,-0.470572569,-0.231391192,0.608794195,0.783261448,0.704059505,0.659538871,0.863390434,0.912999613,0.891431727,0.668039393,-0.983353525,-0.971409215,-0.975844812,-0.753907029,0,0,0,0
6017,6,17,0.709101714,0.973575815,0.944248991,0.925173808,-0.508670319,-0.621128102,-0.622789648,-0.74571279,-0.804366642,-0.741465522,-0.660323604,-0.793818946,0.056904315,0.03579026,-0.015610916,0.093721003,0.110386781,0.784218392,0.835731239,0.60029371,-0.49269646,0.233454041,0.375876982,0.146270613,0.547618566,0.9316476,0.916041016,0.83041277,0.076373438,-0.231104172,-0.205629047,0.169413098,0.247400608,-0.913530074,-0.954968935,-0.772435243,0.662714229,-0.583686753,-0.681667106,-0.580781382,0.106629837,-0.31607592,-0.331303894,-0.147972581,0.081134807,-0.90252344,-0.9200633,-0.676029865,0.281866259,-0.601871514,-0.627388895,-0.493486927,-0.35684937,0.347130508,0.394598862,0.356715531,0.382040737,0.197584898,0.145768804,0.169809343,-0.911169933,-0.539266976,-0.400368275,-0.486920686,0.765891127,0.771630602,0.68513027,0.785148907,-0.030198255,0.711477851,0.785024262,0.547412796,0.22912852,-0.890397425,-0.922430254,-0.69073773,0.646353569,0.504040098,0.401721582,0.499672224
6019,6,19,0.95320091,0.713365163,0.864230604,0.32018691,-0.953731861,-0.786638645,-0.964283294,-0.645743879,-0.968229627,-0.850471314,-0.940901996,-0.479799354,-0.931747615,-0.752658666,-0.881085693,-0.317286466,-0.083677217,0.076705324,-0.093672138,0.04638376,0.700996713,0.704771092,0.820545294,0.765651104,0.88756684,0.854526425,0.902101209,0.362076767,0.772051025,0.760710921,0.879619305,0.91375276,-0.982024246,-0.860093296,-0.979505831,-0.578256009,-0.971021933,-0.8139143,-0.926869754,-0.464418402,0.409483543,0.449136591,0.532782588,0.542621554,0.95925919,0.89327134,0.976206955,0.628827596,-0.430569412,-0.464829419,-0.438155461,-0.342999061,-0.256808222,-0.110584772,-0.220721251,0.02141969,-0.281602625,-0.078360524,-0.180626211,0.220303413,0.334456826,0.379861442,0.466440058,0.618154454,0.345905079,0.553675448,0.534339539,0.748406045,-0.474364211,-0.084311463,-0.283789198,0.301782083,-0.955467442,-0.770129019,-0.885024052,-0.33548,-0.280933579,-0.485415829,-0.407213192,-0.677507525
6023,6,23,0.052118078,0.893585834,0.908866117,0.871213885,0.224278944,0.69263963,0.712214964,0.617228592,0.542273182,0.14570718,0.029295553,0.06578058,-0.428748743,0.448776961,0.540602607,0.668295636,0.419139204,-0.6473176,-0.733586164,-0.804806705,-0.899406472,-0.02758258,0.092900764,0.263552148,-0.200587979,0.507348186,0.561835048,0.554538531,0.930931168,-0.471610836,-0.645980689,-0.554929669,0.664370731,-0.989889245,-0.948550429,-0.958054699,0.650111241,-0.876772352,-0.892711508,-0.597251844,-0.141205499,0.060555008,0.144739547,-0.359188374,-0.640156851,0.930655065,0.884666507,0.998231318,0.769564585,-0.803386372,-0.826168551,-0.944221507,0.917102208,-0.903724651,-0.982562233,-0.778473831,0.806424176,-0.114808493,-0.360548171,-0.068854909,-0.581931082,0.568875299,0.611338616,0.711107008,-0.302381833,0.9106924,0.939579338,0.979808885,-0.735182032,-0.548580273,-0.479795629,-0.24368887,0.911225996,-0.911567899,-0.975923517,-0.86826501,-0.130013467,0.489996328,0.492814686,0.312896327
6025,6,25,0.683125763,0.73774525,0.871484061,0.45257452,-0.509879042,-0.482530868,-0.651610263,-0.007574469,-0.117355143,-0.170743495,-0.016319726,-0.630451888,-0.915326259,-0.947489669,-0.944042235,-0.745286238,-0.273216197,-0.296432873,-0.487428121,0.090567302,0.613818588,0.6672369,0.501409979,0.922142159,0.938127039,0.953232132,0.954419113,0.715633182,0.402738716,0.512303454,0.646543102,0.652408612,-0.99404995,-0.970107142,-0.921791357,-0.881658269,0.302367814,0.438888355,0.549593373,0.618344269,0.811507369,0.860820585,0.734479909,0.873289106,0.915698752,0.940106257,0.992034793,0.930684736,0.04621304,-0.008258275,0.204653627,-0.063760449,0.702028684,0.77661669,0.87635717,0.850654173,-0.84097528,-0.792445577,-0.883653231,-0.69212502,0.920861015,0.979613161,0.938235224,0.872561973,0.695104037,0.706536168,0.502526976,0.818987527,-0.047605311,-0.062627227,-0.286532141,0.336176953,0.537895867,0.677831636,0.688765936,0.840111359,0,0,0,0
6027,6,27,0.933844166,0.980505885,0.755050022,0.916114737,0.109586472,-0.287466259,0.453710218,-0.113393523,0.383303968,-0.020371599,0.696657901,0.223645493,0.295523434,0.201188533,0.318942684,-0.238407632,0.059139631,-0.236833483,0.336915925,0.337822282,0.452824916,0.744899433,0.123496221,0.6357496,0.46938433,0.11859047,0.713461899,0.118998962,0.587877437,0.212533512,0.845423993,0.428993229,-0.267918618,-0.620043188,0.091150673,-0.435660542,0.084527283,-0.039727753,0.166718536,-0.436291161,0.512514113,0.125926677,0.793962254,0.417424185,0.828727718,0.533994374,0.977199707,0.684102432,0.995822115,0.896204569,0.940552843,0.892535326,-0.798316348,-0.881301834,-0.612428621,-0.956238256,0.612195403,0.750637819,0.380326288,0.243832982,0.183715364,0.294924516,0.034784152,-0.28795935,0.627612199,0.879029257,0.306240091,0.69664929,0.891258299,0.645687166,0.980886002,0.644329835,0.357586262,-0.016448126,0.640762848,0.041176606,0,0,0,0
6029,6,29,0.943432851,0.849230729,0.877609651,0.776255504,-0.956149711,-0.98026439,-0.994026495,-0.952210097,-0.947873568,-0.905674564,-0.936931665,-0.840740479,-0.882775904,-0.966364869,-0.936698865,-0.974785866,-0.57534869,-0.357497725,-0.431097905,-0.224062127,0.789361477,0.913873417,0.877269944,0.936158483,-0.030299886,0.180983673,0.065170388,0.265241246,0.105367566,0.336617265,0.233329217,0.43267443,-0.975297137,-0.969256898,-0.988328965,-0.927527843,-0.591406613,-0.468811597,-0.511715454,-0.41014564,-0.871049001,-0.796855312,-0.797829722,-0.747544122,-0.441097623,-0.266952413,-0.375292279,-0.171612272,-0.085952961,-0.18599537,-0.121316072,-0.247796482,0.183553434,0.262593978,0.224902301,0.316208598,-0.822376315,-0.86574869,-0.84702266,-0.844124008,-0.397473738,-0.199614484,-0.307696197,-0.099873963,0.461385568,0.663595857,0.589215849,0.725609935,-0.276089159,-0.028808454,-0.122310519,0.090755428,-0.867840108,-0.746207841,-0.810394073,-0.65957861,0.796369126,0.908080255,0.869206654,0.938698858
6031,6,31,0.708203746,0.756914127,0.906136285,0.74427458,-0.907501813,-0.911684079,-0.917422444,-0.927791097,0.102025153,0.171874866,0.384625069,0.133275504,-0.471699414,-0.541032771,-0.708200043,-0.488422149,0.596576342,0.626591253,0.62486511,0.573985133,0.896173244,0.928105214,0.963635984,0.914634639,0.193364677,0.131866004,-0.086528237,0.148094006,-0.630384359,-0.573928979,-0.417432466,-0.622256026,-0.964121603,-0.985422352,-0.998731507,-0.961527635,0.954497406,0.952025464,0.964580208,0.961733073,-0.971456294,-0.960513366,-0.95431993,-0.978227133,0.011224233,-0.079371419,-0.252258013,0.011678824,-0.039222264,-0.038120355,-0.162093039,-0.06693926,-0.870898796,-0.911457717,-0.969571622,-0.869641328,-0.926555952,-0.959948101,-0.989559364,-0.922290076,0.776985908,0.791764525,0.725048289,0.777941921,0.89980777,0.90254152,0.819900735,0.890730827,0.869808622,0.875091526,0.809167229,0.863291436,-0.986554812,-0.993410858,-0.964423146,-0.980886368,0,0,0,0
6033,6,33,0.929944762,0.943830929,0.981017249,0.980638197,0.69084438,0.696885074,0.808616206,0.782075755,0.848413789,0.922361366,0.910517181,0.905826309,-0.861337935,-0.943145972,-0.881257814,-0.902243225,0.745467108,0.90490328,0.818620476,0.839762838,0.575537209,0.450440007,0.557194961,0.459779572,0.870442941,0.952321289,0.902198528,0.931603014,-0.250286719,0.374598391,0.264747903,0.690515024,-0.296581366,-0.876515641,-0.787449947,-0.994737934,-0.464990531,-0.016087541,-0.127874463,0.361962028,-0.652068263,-0.968753792,-0.956043636,-0.818655971,-0.717242777,0.261330975,0.345849569,0.284770571,-0.759870589,-0.894071926,-0.800899445,-0.888431819,-0.776826416,-0.905053539,-0.823496157,-0.86922573,-0.195507909,0.731694874,0.816888507,0.608372484,0.657349518,0.818966704,0.751021636,0.755951681,0.738979427,0.740601261,0.756557692,0.783973309,0.809312308,0.95419202,0.898583945,0.901949443,-0.843130387,-0.869089919,-0.831149935,-0.718403457,0,0,0,0
6035,6,35,0.8781447,0.840950525,0.874805742,0.255868566,-0.653261687,-0.648870811,-0.65925338,0.210110584,0.694016652,0.754914901,0.701611044,-0.157924357,0.770121727,0.735544242,0.740405156,0.15078305,-0.383674445,-0.366581515,-0.387963463,0.231979698,-0.425015144,-0.267286471,-0.443390227,-0.901422699,0.758729631,0.903041819,0.766726045,-0.273582159,-0.558719413,-0.733444992,-0.67715508,0.804341357,-0.484551806,-0.679709442,-0.618998962,0.750887272,0.469902483,0.572759273,0.5938425,0.085858416,0.84856087,0.872293884,0.897175049,-0.367348263,0.487110002,0.625754894,0.566204372,-0.862954581,-0.932949565,-0.991535688,-0.979365233,0.828787562,-0.548932011,-0.315007636,-0.388445203,0.066274284,0.776920878,0.894388143,0.893629674,-0.421191487,0.761841409,0.899777127,0.795514879,-0.259238959,0.843135213,0.95939212,0.868747085,-0.187944982,0.423633706,0.485961196,0.403133393,-0.064621197,0.181620424,0.133996411,0.193741298,0.488844714,0,0,0,0
6037,6,37,0.989678187,0.818217434,0.845554207,0.728566477,-0.825171751,-0.930480777,-0.706225487,-0.782851158,-0.901652527,-0.889122608,-0.860743132,-0.793977914,-0.654773065,-0.766875774,-0.518137759,-0.621566215,0.134459939,0.359736915,0.304968079,0.602407434,0.769594502,0.912066454,0.66504701,0.955727366,0.82270524,0.955183378,0.68700053,0.950999879,0.968254591,0.876305257,0.735486243,0.809679176,-0.825052487,-0.974391084,-0.673025541,-0.942094318,-0.845214406,-0.969327205,-0.708123176,-0.92278198,-0.566928601,-0.600386305,-0.289419786,-0.570684652,0.90427796,0.910271197,0.649540577,0.873541192,-0.216324745,-0.317116143,0.096032207,-0.329532131,0.109067027,0.187194767,-0.194042076,0.211150814,0.587176788,0.552402096,0.347038334,0.59129607,0.849382164,0.965417363,0.694418315,0.94158959,-0.41582167,0.143617899,-0.335520643,0.208451453,0.435874115,0.631853001,0.422136706,0.83280206,-0.811213201,-0.975612141,-0.677111969,-0.926891025,-0.272724069,-0.485229145,-0.133931809,-0.641446084
6039,6,39,0.76917021,0.867796062,0.907223134,0.855955307,-0.296599114,-0.711377664,-0.740377768,-0.758651863,-0.705884314,-0.925428113,-0.941337157,-0.948875545,-0.235906082,-0.671469714,-0.706303365,-0.740444344,-0.466286421,-0.457982747,-0.558880877,-0.435365536,-0.433803176,0.130964087,0.088228686,0.101671577,0.723362076,0.922594451,0.979279675,0.963449135,0.647587436,0.975980747,0.997982424,0.848724062,-0.653718348,-0.999383936,-0.960796888,-0.819865752,-0.897802913,-0.908606965,-0.931592869,-0.989147044,0.873968237,0.947313375,0.938762377,0.966924939,0.66778248,0.977005869,0.998743148,0.8624659,-0.286614864,0.510254121,0.467232172,-0.012718078,-0.814153633,-0.976941681,-0.936299676,-0.916526954,0.189093418,0.81643602,0.697732714,0.377831004,0.792059537,0.950098011,0.969086529,0.958549394,0.287123026,0.690018744,0.625046504,0.690663997,-0.530675117,-0.442202792,-0.55542134,-0.454012517,0.368959043,0.89689619,0.933794413,0.640405125,0,0,0,0
6041,6,41,-0.02052022,0.850270322,0.759107393,-0.5962921,0.142662112,-0.758033375,-0.913371592,0.156060676,-0.190513347,-0.982735329,-0.930149227,0.379539431,-0.14183312,0.271014958,0.393052603,-0.023711882,-0.0159813,0.870869398,0.886859444,-0.301782591,-0.394261299,-0.939629473,-0.718650376,0.596289827,0.659033842,0.482049008,0.096084187,-0.397342492,-0.601735092,0.71282091,0.771963018,-0.354690121,0.303416568,-0.929009592,-0.94403509,-0.136111776,-0.599622628,0.665145677,0.74615908,-0.32333259,-0.516060195,0.102853523,0.150751524,-0.583889097,-0.461313474,0.458289118,0.588833051,0.038747335,0.365625166,-0.224828942,-0.310490527,-0.288528454,-0.302889831,0.04012101,0.115535156,0.29179535,0.098296601,-0.973001816,-0.914807,-0.245118605,0.531520075,0.52247312,0.411869892,0.19179894,-0.139374969,0.809193763,0.969362458,-0.176890172,-0.369484376,-0.727306862,-0.5219588,0.596522244,-0.019410839,-0.935495987,-0.883532425,-0.21875489,0,0,0,0
6043,6,43,0.99213013,0.88738426,0.83252959,-0.023151259,0.628060832,0.771680426,0.619481695,-0.789918422,-0.919290236,-0.986616503,-0.994340703,0.400607747,-0.359657974,-0.574642227,-0.429982054,0.917157286,0.927374788,0.890484917,0.748446742,-0.332700174,0.654671731,0.83462047,0.934761934,-0.517666066,0.654448824,0.789139699,0.920462595,-0.341610637,-0.66263392,-0.797925146,-0.925796207,0.350510065,0.022624549,-0.220704578,-0.439819485,0.35531043,-0.825572371,-0.969851971,-0.965363051,0.615592212,-0.113032554,0.220738007,0.360659882,-0.710877386,-0.703531261,-0.900710263,-0.938545993,0.672757232,0,0,0,0,-0.932009631,-0.932949391,-0.969542596,0.171032315,0.224134826,-0.083110962,-0.016099488,0.92200329,0.814967139,0.925665471,0.816840507,-0.675438338,0.754964252,0.485267612,0.369180792,0.410504487,0.952015486,0.998696751,0.966378382,-0.410334622,-0.668006065,-0.859140958,-0.939151442,0.583178052,0,0,0,0
6045,6,45,-0.628313581,0.891088074,0.930167621,0.215735762,0.652493489,-0.859013303,-0.789867508,-0.750705897,0.716603993,-0.941859858,-0.946635642,-0.487119801,-0.095405349,0.508212665,0.508080541,0.39879963,-0.549575447,0.123378655,0.133339932,-0.206279618,-0.335128102,0.718920261,0.689418351,0.16959784,-0.637546442,0.721641084,0.610327397,0.496801238,-0.984603208,0.956924991,0.841847135,0.762506808,0.818460773,-0.805421261,-0.94601973,-0.962270055,0.876019797,-0.894730113,-0.552604193,-0.3439646,0.964082858,-0.958271049,-0.668073908,-0.499205457,0.921996802,-0.922844534,-0.963691495,-0.920152126,-0.524923641,0.648568142,0.672217324,0.521693135,0.557820448,-0.5387125,-0.839922092,-0.941763202,-0.958574116,0.944813941,0.918913615,0.861876681,0.593344141,-0.181204503,-0.160191042,-0.246759488,-0.266974604,0.72699687,0.741436995,0.384632735,-0.770834954,0.870679887,0.829024344,0.169374588,0.982213637,-0.985513908,-0.910750802,-0.815663465,0,0,0,0
6047,6,47,0.825572617,0.819397664,0.892525876,0.758418835,-0.421017497,-0.427054664,-0.318536306,-0.432504659,-0.403490482,-0.44217838,-0.561365882,-0.413611051,-0.069118279,-0.087651231,0.041970642,-0.188960224,-0.921270448,-0.933782319,-0.961871396,-0.887666167,0.425756324,0.398925903,0.331697678,0.402964534,0.731895257,0.741902812,0.670057802,0.747909297,0.417733598,0.382454845,0.288704351,0.332758092,-0.946854606,-0.976403539,-0.981981447,-0.963311247,-0.928020391,-0.926232668,-0.930085476,-0.85624751,-0.335295031,-0.355395477,-0.438074591,-0.386510788,-0.648901458,-0.673157907,-0.76210596,-0.582172512,-0.360685234,-0.397183198,-0.483923436,-0.427403892,-0.229747355,-0.200725429,-0.135521698,-0.114661791,-0.683079537,-0.680980519,-0.617049215,-0.634411872,0.102208939,0.092561828,0.139045861,0.147101361,0.58487474,0.597755796,0.484505426,0.622416973,-0.855145091,-0.884707605,-0.919329462,-0.860949923,-0.791382936,-0.824826052,-0.888562696,-0.806507308,0.974988565,0.981673685,0.952277213,0.985405426
6049,6,49,-0.363914338,-0.760047043,-0.47232543,-0.551975258,-0.558778597,-0.145739107,0.36094668,0.425789958,0.437639824,0.181729571,0.979614503,0.958420568,-0.687476963,-0.169846333,0.005071865,0.080092128,-0.325031386,0.077886151,-0.893152426,-0.844073836,0.574404722,-0.022859127,0.213421368,0.126226434,-0.307696537,-0.694032313,-0.538306707,-0.616288713,0.598011442,0.02138753,0.096567833,0.01155886,-0.518246179,-0.059245931,-0.823244605,-0.767098701,-0.273954635,-0.42778639,-0.876725828,-0.91998303,-0.414597767,-0.26969729,-0.9942911,-0.991543963,-0.256417999,0.153313465,-0.87604717,-0.824385107,0.895358327,0.984142817,0.201245493,0.234618286,0.528152794,-0.059491978,0.517559901,0.435572168,-0.091385328,0.019577963,0.869214986,0.898818397,0.123845562,-0.152644868,0.940963096,0.910302522,0.198987047,-0.059015382,0.967298241,0.941427716,-0.048257945,-0.56922897,-0.310397886,-0.403178029,-0.439743255,-0.280875105,-0.991501649,-0.986806437,0,0,0,0
6051,6,51,0.468099759,0.451847836,0.944109427,0.023111907,-0.850662307,-0.833860622,-0.73240085,0.533714781,-0.703513393,-0.68457143,-0.844777087,0.30653949,0.774500865,0.765782208,0.898032319,-0.325438247,-0.82561289,-0.84244141,-0.011051281,0.864534635,-0.535748517,-0.512047728,0.307787791,0.846977756,-0.735523806,-0.705896737,-0.322802338,0.693431478,-0.795950224,-0.770308948,-0.238643024,0.802114297,-0.829380971,-0.807243586,-0.176166789,0.868693371,0.140383922,0.110628466,0.726596949,0.216341829,-0.701563662,-0.671557672,-0.176889523,0.747156268,-0.383284808,-0.368569753,-0.955483114,-0.128244993,0.327589461,0.307439133,0.903081567,0.143280831,-0.616122633,-0.644454311,-0.609953856,0.231027878,0.640360692,0.672152131,0.376924633,-0.393182505,-0.351012958,-0.311301992,-0.044547514,0.465873597,0.767849062,0.755316595,0.875841653,-0.341817789,-0.725411558,-0.711697554,0.20574988,0.967880375,-0.858080791,-0.83706094,-0.232136017,0.862914817,0,0,0,0
6053,6,53,0.954668543,0.849514797,0.904488694,0.81425565,-0.721665123,-0.966603043,-0.927356595,-0.876527157,-0.812101156,-0.984235111,-0.965420649,-0.839235262,0.355608843,0.054775541,0.146922709,0.197452942,-0.924719213,-0.923043348,-0.965261541,-0.875382977,-0.763811992,-0.67152891,-0.708174987,-0.742282552,0.851792939,0.674630548,0.727377179,0.723254191,0.067598259,0.337346634,0.245639776,0.544877935,-0.801605348,-0.995695076,-0.977316826,-0.837992355,-0.332896918,-0.703103012,-0.623646062,-0.714903431,0.961892036,0.723672894,0.801904043,0.793898333,-0.428702833,-0.138376746,-0.219903768,-0.026953709,-0.357517135,-0.530931376,-0.503907466,-0.18064882,0.482516338,0.545887312,0.535382806,0.25791035,-0.143334418,-0.180591097,-0.154112631,-0.427029348,-0.805466099,-0.783328499,-0.830578866,-0.797137702,0.08859387,0.579476803,0.456182539,0.378891994,-0.861367876,-0.981587258,-0.983181016,-0.902271221,-0.691580476,-0.908574292,-0.905359382,-0.608918648,-0.798019343,-0.370809379,-0.49337619,-0.635700105
6055,6,55,0.79210074,0.967027854,0.876533468,0.220521702,0.004178397,-0.346956104,-0.471504078,-0.67394775,-0.704174772,-0.851207365,-0.803492289,-0.209990196,0.372967189,0.499126337,0.39496761,-0.014028584,0.013073596,0.378894283,0.551940435,0.340178816,-0.478906243,-0.847286394,-0.859387636,-0.41317184,0.010327656,-0.097207858,-0.170292183,0.194944219,0.743009889,0.667736319,-0.10560944,0.14786806,0.498812885,-0.706794122,-0.711883575,-0.557738088,0.145436063,-0.966969537,-0.835317283,-0.913734901,0.422070659,-0.861306632,-0.864242644,-0.80102342,-0.074274389,0.873892786,0.536527114,0.526422502,-0.82109974,-0.283165226,0.515126091,0.321489503,0.473910359,0.365291153,-0.310039646,-0.263949302,0.783482032,-0.42355742,-0.956574133,-0.825380448,-0.169748101,0.263865921,0.416530276,0.523555607,0.117619779,0.616130032,0.736753989,0.533220949,-0.693445656,-0.89925802,-0.841218936,-0.290721044,0.653692196,-0.681975016,-0.877617764,-0.716271927,0,0,0,0
6057,6,57,-0.005582061,0.962010006,0.936344366,0.913350162,0.098569067,0.752164325,0.688836191,0.638667245,-0.686962546,0.369913446,0.457005621,0.408345304,-0.512841465,0.504204646,0.582869162,0.566643326,-0.250982556,0.696460748,0.701831785,0.602644268,0.647070899,0.143172055,0.051578226,0.086191571,-0.283251642,0.64765006,0.674598626,0.687341729,-0.579013235,0.54142305,0.711687466,0.669684706,0.889236298,-0.75517721,-0.945669901,-0.981875099,0.806975107,-0.86007627,-0.986371904,-0.998670097,-0.625359077,0.948853319,0.992944464,0.947701595,0.466872464,-0.613271328,-0.591847667,-0.649292631,0.917960073,-0.715800332,-0.924250018,-0.974340456,-0.32512532,-0.014106889,0.199875149,0.179974985,-0.581231913,0.807073264,0.897539447,0.834619189,-0.328390045,0.879296665,0.904336458,0.884707767,-0.115170608,0.776832466,0.796621932,0.850474968,-0.270041702,0.889026214,0.901468287,0.834972723,0.844479744,-0.736271996,-0.875262635,-0.944380386,0,0,0,0
6059,6,59,0.928071087,0.699137735,0.758511876,0.303428677,-0.929776589,-0.893721249,-0.950550455,-0.736196474,-0.888909389,-0.842034682,-0.868445099,-0.6193885,-0.902278709,-0.763159444,-0.804786703,-0.597534561,-0.447003912,-0.341342029,-0.329429942,-0.36825072,-0.885871404,-0.637350902,-0.722467348,-0.445913861,0.438075302,0.494929081,0.561180699,0.426242493,0.531875558,0.45360623,0.533691441,0.087184748,-0.811597117,-0.865246106,-0.945330841,-0.689944472,-0.96367383,-0.914047303,-0.956414051,-0.606375075,-0.852592975,-0.89422702,-0.887624119,-0.719341036,0.770803543,0.637724024,0.704891792,0.376530888,-0.152946563,-0.330280123,-0.382400564,-0.203234283,0.013649568,0.202335736,0.247818855,0.096157635,0.121800661,0.199276494,0.195896071,0.024000122,0.598114571,0.794839867,0.844673432,0.815755379,0.46166463,0.749223671,0.747174718,0.855864067,-0.828605511,-0.605117186,-0.649880364,-0.450364961,-0.916264306,-0.887736398,-0.938642018,-0.696030288,0.739381195,0.356218813,0.392007724,0.125569702
6061,6,61,0.185080564,0.796034324,0.919403564,0.972652611,0.329467159,-0.645368917,-0.662567013,-0.680796655,0.075193175,-0.67903915,-0.738558079,-0.746063266,-0.429573711,-0.659418495,-0.808690623,-0.918593395,0.026705682,-0.639453476,-0.728624861,-0.834772407,-0.235191295,0.742071406,0.740920773,0.530484021,-0.296666247,0.479390417,0.421665041,0.204773266,0.298174898,-0.720062372,-0.718833354,-0.664102487,0.431236164,-0.907016772,-0.963233975,-0.82703726,0.195564122,0.605912749,0.805550545,0.861474807,-0.490698,0.678621359,0.693891797,0.458526471,0.103227087,-0.823530527,-0.925470498,-0.886650226,-0.001950846,-0.66288653,-0.690986991,-0.537051515,0.169565646,0.388308594,0.398671629,0.246639574,0.253616534,-0.681958229,-0.800746551,-0.86477852,-0.897272925,0.525176431,0.369513989,0.065619232,-0.581746789,0.842783487,0.79004337,0.554944397,-0.32705495,-0.075823689,-0.195129959,-0.465011977,0.476017173,-0.829552784,-0.890414785,-0.835267763,-0.024679426,-0.804771,-0.849891233,-0.696884466
6063,6,63,0.729074719,0.790457127,0.942062008,0.96723004,0.669436923,0.658032649,0.968722273,0.932547615,-0.982977935,-0.947428784,-0.754728029,-0.826935687,0.302918659,0.219328419,0.011065005,0.104514766,0.605246648,0.659510297,0.814165779,0.852932669,0.866854512,0.883879774,0.931863099,0.97395298,0.602804877,0.453072868,0.556209769,0.538906129,0.981577637,0.875862575,0.982402837,0.949011881,-0.911718223,-0.781596322,-0.906409881,-0.846996322,-0.103080247,0.218210908,-0.284540044,-0.037989536,-0.772752852,-0.926816577,-0.633813445,-0.793334736,-0.905193563,-0.751081432,-0.970756155,-0.899926527,0,0,0,0,-0.83377452,-0.638769582,-0.870859456,-0.756628977,-0.60901329,-0.73125687,-0.575032893,-0.711781269,0.930666766,0.930457849,0.693590343,0.773450381,0.485131748,0.537747316,0.914230426,0.879455054,0.769145706,0.778175118,0.860328059,0.907264585,-0.876660082,-0.683249367,-0.925126357,-0.816351164,0,0,0,0
